,CUIs,concepts,tw_phrases
571,C0027849,Neuroleptic Malignant Syndrome,Neuroleptic Malignant Syndrome
572,C0423773,Skin scaly,Skin scaly
573,C0036439,"Scoliosis, unspecified","Scoliosis, unspecified"
574,C0039446,Telangiectasis,Telangiectasis
575,C0542351,Battery (assault),Battery (assault)
576,C2129214,Loose stool,Loose stool
577,C2945586,Bladder irritability,Bladder irritability
578,C0278701,Gastric Adenocarcinoma,Gastric Adenocarcinoma
579,C0021141,Inappropriate ADH Syndrome,Inappropriate ADH Syndrome
580,C1442903,Exostoses,Exostoses
581,C0221714,Injection site infection,Injection site infection
582,C0406479,Steroid acne,Steroid acne
583,C0521839,Influenza like illness,Influenza like illness
584,C0235919,Nerve root lesion,Nerve root lesion
585,C0424091,Decreased interest,Decreased interest
586,C0004601,Back Injuries,Back Injuries
587,C0041834,Erythema,Erythema
588,C0699744,Infection of ear,Infection of ear
589,C0004604,Back Pain,Back Pain
590,C0428196,Bicarbonate level,Bicarbonate level
591,C1321905,Minimal Brain Dysfunction,Minimal Brain Dysfunction
592,C1956415,Paroxysmal nocturnal dyspnea,Paroxysmal nocturnal dyspnea
593,C0030201,"Pain, Postoperative","Pain, Postoperative"
594,C0027819,Neuroblastoma,Neuroblastoma
595,C0580493,Serum albumin low result,Serum albumin low result
596,C0004936,Mental disorders,Mental disorders
597,C0549475,Lipase increased,Lipase increased
598,C0877221,Decreased erythroid precursor production,Decreased erythroid precursor production
599,C0020039,Hostility,Hostility
600,C0574960,Sacroiliitis,Sacroiliitis
601,C0392176,Gastric irritation,Gastric irritation
602,C0015300,Exophthalmos,Exophthalmos
603,C0002940,Aneurysm,Aneurysm
604,C0001546,Adjustment Disorders,Adjustment Disorders
605,C0281963,Red cell aplasia,Red cell aplasia
606,C0404521,Infective vaginitis,Infective vaginitis
607,C0010034,Corneal Diseases,Corneal Diseases
608,C0025287,Meningism,Meningism
609,C0025281,Meniere Disease,Meniere Disease
610,C0349506,Photosensitivity of skin,Photosensitivity of skin
611,C0025289,Meningitis,Meningitis
612,C0242172,Pelvic Inflammatory Disease,Pelvic Inflammatory Disease
613,C0042345,Varicosity,Varicosity
614,C0152459,Linear atrophy,Linear atrophy
615,C0036690,Septicemia,Septicemia
616,C0877359,Raised liver function tests,Raised liver function tests
617,C0024137,"Lupus Erythematosus, Cutaneous","Lupus Erythematosus, Cutaneous"
618,C0025517,Metabolic Diseases,Metabolic Diseases
619,C0019917,Hordeolum,Hordeolum
620,C0085136,Central Nervous System Neoplasms,Central Nervous System Neoplasms
621,C0587246,Limb paresis,Limb paresis
622,C0948216,Ovarian adenocarcinoma,Ovarian adenocarcinoma
623,C0036104,Secretion of saliva,Secretion of saliva
624,C0311220,Lymphocytoma cutis,Lymphocytoma cutis
625,C0156369,Uterine Polyp,Uterine Polyp
626,C0042164,Uveitis,Uveitis
627,C0555724,On examination - dry lips,On examination - dry lips
628,C0042167,"Uveitis, Posterior","Uveitis, Posterior"
629,C0520878,Electrocardiogram PR shortened,Electrocardiogram PR shortened
630,C0747979,Increased prolactin level,Increased prolactin level
631,C0033046,Premenstrual syndrome,Premenstrual syndrome
632,C0853644,Eosinophil count abnormal,Eosinophil count abnormal
633,C0019825,Hoarseness,Hoarseness
634,C0162533,"Porphyrias, Hepatic","Porphyrias, Hepatic"
635,C0019048,Hemoglobinuria,Hemoglobinuria
636,C1260880,Rhinorrhea,Rhinorrhea
637,C0028734,Nocturia,Nocturia
638,C1168401,Squamous cell carcinoma of the head and neck,Squamous cell carcinoma of the head and neck
639,C0018081,Gonorrhea,Gonorrhea
640,C0028738,Nystagmus,Nystagmus
641,C0013781,Shock from electric current,Shock from electric current
642,C0231686,"Gait, Unsteady","Gait, Unsteady"
643,C1456865,Ureteral Calculi,Ureteral Calculi
644,C0847631,Dry scalp,Dry scalp
645,C2937358,Cerebral Hemorrhage,Cerebral Hemorrhage
646,C0263449,Perioral Dermatitis,Perioral Dermatitis
647,C0022081,Iritis,Iritis
648,C2937350,Abnormal ejaculation,Abnormal ejaculation
649,C2973529,Leukocytoclastic vasculitis,Leukocytoclastic vasculitis
650,C0015726,Fear (Mental Process),Fear (Mental Process)
651,C0042769,Virus Diseases,Virus Diseases
652,C0232487,Abdominal discomfort,Abdominal discomfort
653,C3495917,Advanced breast cancer,Advanced breast cancer
654,C0151588,Transitory deafness,Transitory deafness
655,C0240211,Lip swelling,Lip swelling
656,C0032064,Plague,Plague
657,C0151586,Partial permanent deafness,Partial permanent deafness
658,C0151580,Crystalluria calcium,Crystalluria calcium
659,C3160887,Node-positive breast cancer,Node-positive breast cancer
660,C3160889,Node-negative breast cancer,Node-negative breast cancer
661,C3160888,Metastatic gastric adenocarcinoma,Metastatic gastric adenocarcinoma
662,C0151908,Dry skin,Dry skin
663,C0847033,Allergic oedema,Allergic oedema
664,C0041582,Ulcer,Ulcer
665,C0235218,Skin warm,Skin warm
666,C0151905,Alanine aminotransferase increased,Alanine aminotransferase increased
667,C0027609,Neonatal Abstinence Syndrome,Neonatal Abstinence Syndrome
668,C0151907,Discoloration of skin,Discoloration of skin
669,C0238111,Lennox-Gastaut syndrome,Lennox-Gastaut syndrome
670,C0035317,Retinal Hemorrhage,Retinal Hemorrhage
671,C0948011,Cervix haemorrhage uterine,Cervix haemorrhage uterine
672,C0040485,Torticollis,Torticollis
673,C0852932,Arthropod sting,Arthropod sting
674,C0003834,Arterial insufficiency,Arterial insufficiency
675,C0030528,Paratyphoid Fever,Paratyphoid Fever
676,C0151763,Liver damage,Liver damage
677,C0729552,Genital infection,Genital infection
678,C0151765,Liver fatty deposition,Liver fatty deposition
679,C0184567,Acute onset pain,Acute onset pain
680,C0151766,Liver function tests abnormal finding,Liver function tests abnormal finding
681,C1112209,Intraabdominal Infections,Intraabdominal Infections
682,C0268000,Fluid retention,Fluid retention
683,C1142034,Tandem gait test abnormal,Tandem gait test abnormal
684,C0042907,Vitreous Detachment,Vitreous Detachment
685,C0029464,Osteosclerosis,Osteosclerosis
686,C0003615,Appendicitis,Appendicitis
687,C0162835,Hypopigmentation disorder,Hypopigmentation disorder
688,C0039338,Taste Disorders,Taste Disorders
689,C1258215,Ileus,Ileus
690,C0260662,Hearing problem,Hearing problem
691,C0031039,Pericardial effusion,Pericardial effusion
692,C0235369,Hepatitis granulomatous,Hepatitis granulomatous
693,C0869523,Carditis,Carditis
694,C0011071,Sudden death,Sudden death
695,C0919591,Urogenital haemorrhage,Urogenital haemorrhage
696,C0848377,Trauma to the abdomen,Trauma to the abdomen
697,C0030781,Peliosis Hepatis,Peliosis Hepatis
698,C0020555,Hypertrichosis,Hypertrichosis
699,C0020557,Hypertriglyceridemia,Hypertriglyceridemia
700,C0020550,Hyperthyroidism,Hyperthyroidism
701,C0242292,McCune-Albright Syndrome,McCune-Albright Syndrome
702,C0029882,Otitis Media,Otitis Media
703,C0040147,Thyroiditis,Thyroiditis
704,C0040460,Toothache,Toothache
705,C0235146,Euphoric mood,Euphoric mood
706,C0271240,Blindness of one eye (disorder),Blindness of one eye (disorder)
707,C0280100,Solid tumour,Solid tumour
708,C0271710,Reactive hypoglycemia,Reactive hypoglycemia
709,C0240671,Partial thromboplastin time increased (finding),Partial thromboplastin time increased (finding)
710,C0036416,Scleritis,Scleritis
711,C0006663,Calcinosis,Calcinosis
712,C0040997,Trigeminal Neuralgia,Trigeminal Neuralgia
713,C0007820,Cerebrovascular Disorders,Cerebrovascular Disorders
714,C0699828,Serotonin Syndrome,Serotonin Syndrome
715,C0030567,Parkinson Disease,Parkinson Disease
716,C1112573,Delayed orgasm,Delayed orgasm
717,C0007286,Carpal Tunnel Syndrome,Carpal Tunnel Syndrome
718,C0151757,Lenticular pigmentation,Lenticular pigmentation
719,C0149707,Hemospermia,Hemospermia
720,C0854097,Hypoesthesia eye,Hypoesthesia eye
721,C0333291,Ulcer haemorrhage,Ulcer haemorrhage
722,C0085669,Acute leukemia,Acute leukemia
723,C0919661,Heart alternation,Heart alternation
724,C0085660,Aseptic necrosis,Aseptic necrosis
725,C0085661,Onycholysis,Onycholysis
726,C0233523,Antisocial behavior,Antisocial behavior
727,C0151818,Opisthotonus,Opisthotonus
728,C0040517,Gilles de la Tourette syndrome,Gilles de la Tourette syndrome
729,C1262036,Ocular toxicity,Ocular toxicity
730,C1369037,FInding of estrangement,FInding of estrangement
731,C0020488,Hypernatremia,Hypernatremia
732,C0155866,Inhalational anthrax,Inhalational anthrax
733,C0497156,Lymphadenopathy,Lymphadenopathy
734,C0155862,Streptococcal pneumonia,Streptococcal pneumonia
735,C0267596,Rectal hemorrhage,Rectal hemorrhage
736,C0026986,Dysmyelopoietic Syndromes,Dysmyelopoietic Syndromes
737,C0011253,Delusions,Delusions
738,C0019559,Coxalgia,Coxalgia
739,C0221706,Traffic accident on public road,Traffic accident on public road
740,C0234238,Ache,Ache
741,C0234233,Sore to touch,Sore to touch
742,C0155919,Acute pulmonary oedema,Acute pulmonary oedema
743,C0860654,Reduced interest in usual activities,Reduced interest in usual activities
744,C0015468,Facial Pain,Facial Pain
745,C1608954,Infusion site extravasation,Infusion site extravasation
746,C0340865,Anaphylactoid reaction,Anaphylactoid reaction
747,C0235969,Ejaculation disorder,Ejaculation disorder
748,C0701810,Long-term memory loss,Long-term memory loss
749,C0235966,Dreaming excessive,Dreaming excessive
750,C0019693,HIV Infections,HIV Infections
751,C0702266,Basophilia,Basophilia
752,C0920063,Uric acid high,Uric acid high
753,C0038013,Ankylosing spondylitis,Ankylosing spondylitis
754,C0025218,Chloasma,Chloasma
755,C0549264,Sensation of blood flow,Sensation of blood flow
756,C0008449,Chondrodystrophy,Chondrodystrophy
757,C0743668,Limb injury,Limb injury
758,C0857751,Erythema multiforme minor,Erythema multiforme minor
759,C0024419,Waldenstrom Macroglobulinemia,Waldenstrom Macroglobulinemia
760,C0392386,Decreased platelet count,Decreased platelet count
761,C0162532,Variegate Porphyria,Variegate Porphyria
762,C0024031,Low Back Pain,Low Back Pain
763,C0034735,Raynaud Phenomenon,Raynaud Phenomenon
764,C0859023,Talkativeness,Talkativeness
765,C0155003,"Blindness, Transient","Blindness, Transient"
766,C0233651,Perseveration,Perseveration
767,C1141893,Muscle enzyme increased,Muscle enzyme increased
768,C0424790,Rigor - Temperature-associated observation,Rigor - Temperature-associated observation
769,C0001577,Adnexitis,Adnexitis
770,C3495440,Break-through bleeding (finding),Break-through bleeding (finding)
771,C0025290,Aseptic Meningitis,Aseptic Meningitis
772,C0042594,Vestibular Diseases,Vestibular Diseases
773,C0856081,Restlessness aggravated,Restlessness aggravated
774,C0277889,Blood pressure diastolic increased,Blood pressure diastolic increased
775,C0019214,Hepatosplenomegaly,Hepatosplenomegaly
776,C0152115,Lingual-Facial-Buccal Dyskinesia,Lingual-Facial-Buccal Dyskinesia
777,C0578687,Sore eye,Sore eye
778,C0857353,Hypotensive,Hypotensive
779,C0155713,Papillary muscle rupture,Papillary muscle rupture
780,C0277885,Blood pressure systolic decreased,Blood pressure systolic decreased
781,C0277884,Blood pressure systolic increased,Blood pressure systolic increased
782,C0025500,Mesothelioma,Mesothelioma
783,C0015408,Eye Injuries,Eye Injuries
784,C0014130,Endocrine System Diseases,Endocrine System Diseases
785,C0151885,Reaction aggravation,Reaction aggravation
786,C0015403,Eye Infections,Eye Infections
787,C0015402,Eye Hemorrhage,Eye Hemorrhage
788,C0042571,Vertigo,Vertigo
789,C0234894,Dermatitis acneiform,Dermatitis acneiform
790,C0040264,Tinnitus,Tinnitus
791,C0236000,Jaw pain,Jaw pain
792,C0237849,Peeling of skin,Peeling of skin
793,C0349208,Manic episode,Manic episode
794,C0019079,Hemoptysis,Hemoptysis
795,C0014553,Absence Epilepsy,Absence Epilepsy
796,C0014550,"Epilepsies, Myoclonic","Epilepsies, Myoclonic"
797,C0520886,ST segment elevation (finding),ST segment elevation (finding)
798,C0520888,Inverted T wave,Inverted T wave
799,C0025345,Menstruation Disturbances,Menstruation Disturbances
800,C0018099,Gout,Gout
801,C1861172,Venous Thromboembolism,Venous Thromboembolism
802,C0022346,Icterus,Icterus
803,C1260899,"Anemia, Diamond-Blackfan","Anemia, Diamond-Blackfan"
804,C0003537,Aphasia,Aphasia
805,C0860700,Prothrombin level abnormal,Prothrombin level abnormal
806,C0687713,Gastrointestinal pain,Gastrointestinal pain
807,C0152936,"Plague, Septicemic","Plague, Septicemic"
808,C0428886,Mean blood pressure,Mean blood pressure
809,C0853692,Blood triglycerides increased,Blood triglycerides increased
810,C0853697,Neutrophil count decreased,Neutrophil count decreased
811,C0239340,Edema of lower extremities,Edema of lower extremities
812,C0152169,Renal Colic,Renal Colic
813,C0232498,Abdominal tenderness,Abdominal tenderness
814,C0232495,Abdominal pain lower,Abdominal pain lower
815,C0262988,Cutaneous vasculitis,Cutaneous vasculitis
816,C0232492,Abdominal pain upper,Abdominal pain upper
817,C0151571,Corneal lesion,Corneal lesion
818,C0039231,Tachycardia,Tachycardia
819,C0151574,Cough decreased,Cough decreased
820,C0151576,Creatine phosphokinase increased,Creatine phosphokinase increased
821,C0151577,Creatinine renal clearance decreased,Creatinine renal clearance decreased
822,C0151578,Creatinine increased,Creatinine increased
823,C0151579,Crystalluria,Crystalluria
824,C0039239,Sinus Tachycardia,Sinus Tachycardia
825,C0231441,Immobile,Immobile
826,C0346156,Benign neoplasm of breast,Benign neoplasm of breast
827,C0032584,Polyps,Polyps
828,C0521591,Paraesthesia oral,Paraesthesia oral
829,C0521592,Hypoaesthesia oral,Hypoaesthesia oral
830,C0040046,Thrombophlebitis,Thrombophlebitis
831,C0231274,Intolerant of heat,Intolerant of heat
832,C0001627,Congenital adrenal hyperplasia,Congenital adrenal hyperplasia
833,C1384494,Metastatic Carcinoma,Metastatic Carcinoma
834,C0151970,Ulcer of esophagus,Ulcer of esophagus
835,C0001623,Adrenal gland hypofunction,Adrenal gland hypofunction
836,C0547030,Visual disturbance,Visual disturbance
837,C0338831,Manic,Manic
838,C0151714,Hypermagnesemia,Hypermagnesemia
839,C0151717,Skin hypertrophy,Skin hypertrophy
840,C0031154,Peritonitis,Peritonitis
841,C0035457,"Rhinitis, Allergic, Perennial","Rhinitis, Allergic, Perennial"
842,C0035455,Rhinitis,Rhinitis
843,C0151718,Hypocholesterolemia,Hypocholesterolemia
844,C0151480,Antinuclear antibody positive,Antinuclear antibody positive
845,C0302295,Eruptions,Eruptions
846,C0235378,Hepatotoxicity,Hepatotoxicity
847,C0271650,Impaired glucose tolerance,Impaired glucose tolerance
848,C0029877,Ear Inflammation,Ear Inflammation
849,C0231303,Distress,Distress
850,C0035078,Kidney Failure,Kidney Failure
851,C1527358,Phototoxicity,Phototoxicity
852,C0029878,Otitis Externa,Otitis Externa
853,C0002886,"Anemia, Macrocytic","Anemia, Macrocytic"
854,C0542203,Water retention (finding),Water retention (finding)
855,C0333355,Mucositis,Mucositis
856,C0409497,Joint injury,Joint injury
857,C0235013,Hypervigilance,Hypervigilance
858,C0151622,Endometrial disorder,Endometrial disorder
859,C0151625,Enzyme abnormality,Enzyme abnormality
860,C0151626,Necrolysis epidermal,Necrolysis epidermal
861,C0085702,Monocytosis,Monocytosis
862,C0085096,Peripheral Vascular Diseases,Peripheral Vascular Diseases
863,C0012691,Dislocations,Dislocations
864,C0242350,Erectile dysfunction,Erectile dysfunction
865,C0026884,Mutism,Mutism
866,C0009376,Colonic Polyps,Colonic Polyps
867,C1458140,Bleeding tendency,Bleeding tendency
868,C0031572,"Phobia, Social","Phobia, Social"
869,C0085679,Hyperchloraemia,Hyperchloraemia
870,C0035854,Rosacea,Rosacea
871,C0158350,Tendinous contracture,Tendinous contracture
872,C1262006,Sinusitis bacterial,Sinusitis bacterial
873,C0221170,Muscular stiffness,Muscular stiffness
874,C0025162,"Megacolon, Toxic","Megacolon, Toxic"
875,C0858970,Carcinogenicity,Carcinogenicity
876,C0740394,Hyperuricemia,Hyperuricemia
877,C0011882,Diabetic Neuropathies,Diabetic Neuropathies
878,C0011881,Diabetic Nephropathy,Diabetic Nephropathy
879,C0011880,Diabetic Ketoacidosis,Diabetic Ketoacidosis
880,C1112369,Paranasal sinus hypersecretion,Paranasal sinus hypersecretion
881,C0034186,Pyelonephritis,Pyelonephritis
882,C0751495,"Seizures, Focal","Seizures, Focal"
883,C0751494,Convulsive Seizures,Convulsive Seizures
884,C0027822,Neurodermatitis,Neurodermatitis
885,C0020507,Hyperplasia,Hyperplasia
886,C0030353,Papilledema,Papilledema
887,C0026896,Myasthenia Gravis,Myasthenia Gravis
888,C0497364,Localized rash,Localized rash
889,C0497365,Rash generalised,Rash generalised
890,C0231246,Failure to gain weight,Failure to gain weight
891,C0340279,Ventricular hypertrophy,Ventricular hypertrophy
892,C0542571,Facial edema,Facial edema
893,C0030193,Pain,Pain
894,C0233794,Memory impairment,Memory impairment
895,C0030196,Pain in limb,Pain in limb
896,C0025874,Metrorrhagia,Metrorrhagia
897,C0580531,White blood cell count abnormal,White blood cell count abnormal
